イチロー,it͡ɕiɾoː
イガースハイム,iɡaːsɯhaimɯ
ファイインゲン,ɸaiːŋɡeŋ
エンツ,ent͡sɯ
シュヴィーバーディンゲン,ɕɯbʲiːbaːdiŋɡeŋ
ノイブルク,noibɯɾɯkɯ
ドナウ,donaɯ
メルゲントハイム,meɾɯɡentohaimɯ
ヘッシヒハイム,heɕɕiçihaimɯ
インゲルハイム,iŋɡeɾɯhaimɯ
フィリッピ,ɸʲiɾʲipʲpʲi
コレクション,koɾekɯɕoɴ
ヴァルハイム,baɾɯhaimɯ
ベクター,bekɯtaː
インフォマティック,iĩɸomatikkɯ
ノイエンタール,noientaːɾɯ
フォイト,ɸoito
ファールゼルベルク,ɸaːɾɯzeɾɯbeɾɯkɯ
ウスラー,ɯsɯɾaː
ラースフェ,ɖaːsɯɸe
ショッテン,ɕotteŋ
ペグニッツ,peɡɯɲitt͡sɯ
ゲムリヒハイム,ɡemɯɾʲiçihaimɯ
レヒガウ,ɖeçiɡaɯ
ヘンミンゲン,hemmʲiŋɡeŋ
ヴィッセン,bʲisseŋ
プライデルスハイム,pɯɾaideɾɯsɯhaimɯ
ムンデルスハイム,mɯndeɾɯsɯhaimɯ
ミッテンヴァルト,mʲittembaɾɯto
スパルカッセン,sɯpaɾɯkasseŋ
キッカーズ,kʲikkaːzɯ
リヒテンフェルス,ɖʲiçiteẽɸeɾɯsɯ
ロック,ɖokkɯ
リング,ɖʲiŋɡɯ
ワッデンウミ,ɰaddeẽɯmʲi
カリプソ,kaɾʲipɯso
イシュタルモン,iɕɯtaɾɯmoɴ
アリアンツ,aɾʲiant͡sɯ
アンフィカー,aãɸʲikaː
ヒガシアルプスサンミャク,çiɡaɕiaɾɯpɯsɯsammʲakɯ
ザールプファルツグン,d͡zaːɾɯpɯɸaɾɯt͡sɯɡɯɴ
デン,deŋ
リンデン,ɖʲindeŋ
ネッカーヴェストハイム,nekkaːbesɯtohaimɯ
ミュンヒベルク,mʲɯɯ̃çibeɾɯkɯ
チェックポイント,t͡ɕekkɯpointo
ドルフケムニッツ,doɾɯɸɯkemɯɲitt͡sɯ
ルターシュタット,ɖɯtaːɕɯtatto
ヴィッテンベルク,bʲittembeɾɯkɯ
サイクラシックス,saikɯɾaɕikkɯsɯ
プレイモービル,pɯɾeːmoːbʲiɾɯ
ジロ,d͡ʑiɾo
ヴィーゼントタール,bʲiːzentotaːɾɯ
ボルクヴァルト,boɾɯkɯbaɾɯto
シュヴェールテ,ɕɯbeːɾɯte
エーンハウゼン,eːẽhaɯzeŋ
メルセデスベンツ,meɾɯsedesɯbent͡sɯ
ラッペナウ,ɖappenaɯ
ラシュタット,ɖaɕɯtatto
ヴァルトハイム,baɾɯtohaimɯ
フラウンホーファーケンキュウキコウ,ɸɯɾaɯɯ̃hoːɸaːkeŋkʲɯːkʲikoɯ
サイクロン,saikɯɾoɴ
エンパイア,empaia
シュパルネック,ɕɯpaɾɯnekkɯ
ドクメンタ,dokɯmenta
ツィルンドルフ,t͡siɾɯndoɾɯɸɯ
メーレンドルフ,meːɾendoɾɯɸɯ
シムライズ,ɕimɯɾaizɯ
シュタムバッハ,ɕɯtamɯbahha
ベルリンマラソン,beɾɯɾʲimmaɾasoɴ
ヘロルツベルク,heɾoɾɯt͡sɯbeɾɯkɯ
ヴェルト,beɾɯto
レネ,ɖene
ヴァルトシュピラーレ,baɾɯtoɕɯpʲiɾaːɾe
ターゲスツァイトゥング,taːɡesɯt͡saitɯŋɡɯ
ラインメタル,ɖaimmetaɾɯ
アーデルベルク,aːdeɾɯbeɾɯkɯ
ハイニンゲン,haiɲiŋɡeŋ
メレ,meɾe
ガンメルスハウゼン,ɡammeɾɯsɯhaɯzeŋ
ゴータ,ɡoːta
アルスドルフ,aɾɯsɯdoɾɯɸɯ
フライジング,ɸɯɾaiʑiŋɡɯ
ダウン,daɯɴ
ホーフ,hoːɸɯ
ベーブリンゲン,beːbɯɾʲiŋɡeŋ
シュターデ,ɕɯtaːde
ツェル,t͡seɾɯ
アイヒェルベルク,aiçeɾɯbeɾɯkɯ
ビレンバッハ,bʲiɾembahha
ディッツェンバッハ,ditt͡sembahha
ブルクシュテッテン,bɯɾɯkɯɕɯtetteŋ
バルトマンスヴァイラー,baɾɯtomaãsɯbaiɾaː
デッギンゲン,deɡʲɡʲiŋɡeŋ
デーンゼン,deːnd͡zeŋ
ハノマーグ,hanomaːɡɯ
ディールミッセン,diːɾɯmʲisseŋ
ホルヒ,hoɾɯçi
ベンプフリンゲン,bempɯɸɯɾʲiŋɡeŋ
フリッケンハウゼン,ɸɯɾʲikkeẽhaɯzeŋ
ビシンゲン,bʲiɕiŋɡeŋ
エルケンブレヒツヴァイラー,eɾɯkembɯɾeçit͡sɯbaiɾaː
ビュンデ,bʲɯnde
フェルバッハ,ɸeɾɯbahha
リューベンベルゲ,ɖʲɯːbembeɾɯɡe
シュトラウビング,ɕɯtoɾaɯbʲiŋɡɯ
ヴォルフシュルーゲン,boɾɯɸɯɕɯɾɯːɡeŋ
オーバーウルゼル,oːbaːɯɾɯzeɾɯ
クロイツナハ,kɯɾoit͡sɯnaha
ヴァインハイム,baiĩhaimɯ
ランダウ,ɖandaɯ
ダイツィザウ,dait͡sizaɯ
カーメン,kaːmeŋ
ヴィスマール,bʲisɯmaːɾɯ
アンベルク,ambeɾɯkɯ
ツァーベルンジケン,t͡saːbeɾɯnd͡ʑikeŋ
ケールシュタインハウス,keːɾɯɕɯtaiĩhaɯsɯ
マウルブロン,maɯɾɯbɯɾoɴ
フィルダーシュタット,ɸʲiɾɯdaːɕɯtatto
グリュプトテーク,ɡɯɾʲɯpɯtoteːkɯ
アイゼナハ,aizenaha
ブルッフザール,bɯɾɯɸɸɯzaːɾɯ
ロートガウ,ɖoːtoɡaɯ
レールテ,ɖeːɾɯte
ノルトハウゼン,noɾɯtohaɯzeŋ
ベルゲン,beɾɯɡeŋ
ベルゼンキョウセイシュウヨウショ,beɾɯzeŋkʲoɯseːɕɯːjoɯɕo
グロースヴァルシュタット,ɡɯɾoːsɯbaɾɯɕɯtatto
マルメディギャクサツジケン,maɾɯmediɡʲakɯsat͡sɯʑikeŋ
ノッツィンゲン,nott͡siŋɡeŋ
オッテンバッハ,ottembahha
ノイハウゼン,noihaɯzeŋ
フィルデルン,ɸʲiɾɯdeɾɯɴ
オーバーボイヒンゲン,oːbaːboiçiŋɡeŋ
テーレ,teːɾe
ウンターシュヴァーニンゲン,ɯntaːɕɯbaːɲiŋɡeŋ
ヴィンターハウゼン,bʲintaːhaɯzeŋ
ベーメンキルヒ,beːmeŋkʲiɾɯçi
リヒテンヴァルト,ɖʲiçitembaɾɯto
シュリアーバッハ,ɕɯɾʲiaːbahha
ザラハ,d͡zaɾaha
イェファー,jeɸaː
ギンゲン,ɡʲiŋɡeŋ
ルフトハンザ,ɖɯɸɯtohand͡za
シティーライン,ɕitiːɾaiŋ
アルトバッハ,aɾɯtobahha
ベルトリンゲン,beɾɯtoɾʲiŋɡeŋ
ティッセンクルップ,tisseŋkɯɾɯppɯ
ハルバーシュタット,haɾɯbaːɕɯtatto
ダッハウ,dahhaɯ
エムトマンスベルク,emɯtomaãsɯbeɾɯkɯ
フィヒテルゲビルゲ,ɸʲiçiteɾɯɡebʲiɾɯɡe
ベルンリート,beɾɯnɖʲiːto
シュタルンベルガー,ɕɯtaɾɯmbeɾɯɡaː
シルンディング,ɕiɾɯndiŋɡɯ
ナイトリンゲン,naitoɾʲiŋɡeŋ
ケンゲン,keŋɡeŋ
ホルツマーデン,hoɾɯt͡sɯmaːdeŋ
アルトヒュッテ,aɾɯtoçɯtte
ネッカーテンツリンゲン,nekkaːtent͡sɯɾʲiŋɡeŋ
ヴァイルハイム,baiɾɯhaimɯ
シュラート,ɕɯɾaːto
クーヘン,kɯːheŋ
レニンゲン,ɖeɲiŋɡeŋ
オームデン,oːmɯdeŋ
グロースハイラート,ɡɯɾoːsɯhaiɾaːto
ボイレン,boiɾeŋ
ウンターエンジンゲン,ɯntaːend͡ʑiŋɡeŋ
ヴァンゲン,baŋɡeŋ
デュルナウ,djɯɾɯnaɯ
ラウジッツ,ɖaɯʑitt͡sɯ
ジューセン,d͡ʑɯːseŋ
ホーホタウヌスグン,hoːhotaɯnɯsɯɡɯɴ
デンケンドルフ,deŋkendoɾɯɸɯ
ウーヒンゲン,ɯːçiŋɡeŋ
ラウターシュタイン,ɖaɯtaːɕɯtaiŋ
シルトベルク,ɕiɾɯtobeɾɯkɯ
フォーゲルスベルクグン,ɸoːɡeɾɯsɯbeɾɯkɯɡɯɴ
バイ,bai
シャリテー,ɕaɾʲiteː
ドンツドルフ,dont͡sɯdoɾɯɸɯ
ヴィーゼンシュタイク,bʲiːzeẽɕɯtaikɯ
ブラウンスバッハ,bɯɾaɯɯ̃sɯbahha
エーバースバッハ,eːbaːsɯbahha
ガイスリンゲン,ɡaisɯɾʲiŋɡeŋ
シュタイゲ,ɕɯtaiɡe
ハンザ,hand͡za
モンブラン,mombɯɾaɴ
ヴェッテラウグン,betteɾaɯɡɯɴ
ヴェールター,beːɾɯtaː
アウエン,aɯeŋ
ヘムスバッハ,hemɯsɯbahha
クサンテン,kɯsanteŋ
オーデンヴァルトグン,oːdembaɾɯtoɡɯɴ
ミヒェルフェルト,mʲiçeɾɯɸeɾɯto
クレスベルク,kɯɾesɯbeɾɯkɯ
ザクスピード,d͡zakɯsɯpʲiːdo
ビューラーツェル,bʲɯːɾaːt͡seɾɯ
ミヒェルバッハ,mʲiçeɾɯbahha
キールウンガ,kʲiːɾɯːŋɡa
ルートヴィヒスシュタット,ɖɯːtobʲiçisɯɕɯtatto
アルホルツェン,aɾɯhoɾɯt͡seŋ
イルスホーフェン,iɾɯsɯhoːɸeŋ
シュティムプファッハ,ɕɯtimɯpɯɸahha
ヴォルパーツハウゼン,boɾɯpaːt͡sɯhaɯzeŋ
フェルベルク,ɸeɾɯbeɾɯkɯ
フィヒテナウ,ɸʲiçitenaɯ
バイアースドルフ,baiaːsɯdoɾɯɸɯ
クーカ,kɯːka
アルテンリート,aɾɯtenɖʲiːto
バンメンタール,bammentaːɾɯ
ハイリヒクロイツシュタイナハ,haiɾʲiçikɯɾoit͡sɯɕɯtainaha
ビューラータン,bʲɯːɾaːtaɴ
ベルクホーフ,beɾɯkɯhoːɸɯ
エンツグン,ent͡sɯɡɯɴ
ヒュッフェンハルト,çɯɸɸeẽhaɾɯto
グロースエアラハ,ɡɯɾoːsɯeaɾaha
カイザースバッハ,kaizaːsɯbahha
レヒベルクハウゼン,ɖeçibeɾɯkɯhaɯzeŋ
ドラッケンシュタイン,doɾakkeẽɕɯtaiŋ
コクミンラジオ,kokɯmʲinɖaʑio
ツォレルンアルプグン,t͡soɾeɾɯɯ̃aɾɯpɯɡɯɴ
ブーゼック,bɯːzekkɯ
ボーデンゼーグン,boːdend͡zeːɡɯɴ
エルヴァンゲン,eɾɯbaŋɡeŋ
アルトドルフ,aɾɯtodoɾɯɸɯ
ハンマー,hammaː
ウィキメディア,ɰikʲimedia
ホッケンハイム,hokkeẽhaimɯ
ガリア,ɡaɾʲia
レンゲリヒ,ɖeŋɡeɾʲiçi
オホトルプ,ohotoɾɯpɯ
ホプステン,hopɯsɯteŋ
ラドベルゲン,ɖadobeɾɯɡeŋ
ラール,ɖaːɾɯ
ヴァイスバッハ,baisɯbahha
アート,aːto
アンド,ando
テックレンブルク,tekkɯɾembɯɾɯkɯ
アルテンベルゲ,aɾɯtembeɾɯɡe
ドイツデンキオンキョウキカイソウチカイシャ,doit͡sɯdeŋkʲioŋkʲoɯkʲikaisoɯt͡ɕikaiɕa
オーデンヴァルト,oːdembaɾɯto
ホルストマール,hoɾɯsɯtomaːɾɯ
ホーエンローエグン,hoːenɖoːeɡɯɴ
ヘルステル,heɾɯsɯteɾɯ
ヴァルカーツホーフェン,baɾɯkaːt͡sɯhoːɸeŋ
リーネン,ɖʲiːneŋ
メテレン,meteɾeŋ
ベッツェンシュタイン,bett͡seẽɕɯtaiŋ
ハイリゲンダム,haiɾʲiɡendamɯ
オストアルプグン,osɯtoaɾɯpɯɡɯɴ
コウカリョウヘイ,koɯkaɾʲoɯheː
メッティンゲン,mettiŋɡeŋ
ザーベック,d͡zaːbekkɯ
ノイエンキルヒェン,noieŋkʲiɾɯçeŋ
ノルトヴァルデ,noɾɯtobaɾɯde
レッケ,ɖekke
ヘルンフート,heɾɯɯ̃ɸɯːto
ヴェストファーレン,besɯtoɸaːɾeŋ
ヴェスターカペルン,besɯtaːkapeɾɯɴ
ヴェットリンゲン,bettoɾʲiŋɡeŋ
シュタインハーゲン,ɕɯtaiĩhaːɡeŋ
ランゲンベルク,ɖaŋɡembeɾɯkɯ
フェルスモルト,ɸeɾɯsɯmoɾɯto
ホヘイトツゲキアキラ,hoheːtot͡sɯɡekʲiakʲiɾa
ドナースベルクグン,donaːsɯbeɾɯkɯɡɯɴ
ミュンデン,mʲɯndeŋ
ヒレ,çiɾe
ヒュルホルスト,çɯɾɯhoɾɯsɯto
リュベッケ,ɖʲɯbekke
シュテムヴェーデ,ɕɯtemɯbeːde
コクレンキャンパス,kokɯɾeŋkʲampasɯ
アルテンベーケン,aɾɯtembeːkeŋ
シュターデルホーフェン,ɕɯtaːdeɾɯhoːɸeŋ
ヘーゼビュー,heːzebʲɯː
ラーデン,ɖaːdeŋ
プロイシシュ,pɯɾoiɕiɕɯ
オルデンドルフ,oɾɯdendoɾɯɸɯ
ペータースハーゲン,peːtaːsɯhaːɡeŋ
ヤヌス,janɯsɯ
エスペルカンプ,esɯpeɾɯkampɯ
ヴェスターヴァルトグン,besɯtaːbaɾɯtoɡɯɴ
ツェーフェン,t͡seːɸeŋ
リップシュプリンゲ,ɖʲippɯɕɯpɯɾʲiŋɡe
ボルヒェン,boɾɯçeŋ
ザルツコッテン,d͡zaɾɯt͡sɯkotteŋ
ハルゼヴィンケル,haɾɯzebʲiŋkeɾɯ
ボルクホルツハウゼン,boɾɯkɯhoɾɯt͡sɯhaɯzeŋ
フェルル,ɸeɾɯɾɯ
ディーセン,diːseŋ
アンマーゼー,ammaːzeː
リートベルク,ɖʲiːtobeɾɯkɯ
ヘーフェルホーフ,heːɸeɾɯhoːɸɯ
ビューレン,bʲɯːɾeŋ
アーデナウ,aːdenaɯ
リヒテナウ,ɖʲiçitenaɯ
エーヒング,eːçiŋɡɯ
フォッケウルフ,ɸokkeɯɾɯɸɯ
ツースマールスハウゼン,t͡sɯːsɯmaːɾɯsɯhaɯzeŋ
ラインベレン,ɖaimbeɾeŋ
マイセン,maiseŋ
ツィーレンベルク,t͡siːɾembeɾɯkɯ
ツヴァイフリンゲン,t͡sɯbaiɸɯɾʲiŋɡeŋ
ジョウタイハン,d͡ʑoɯtaihaɴ
ビールジュンスイレイ,bʲiːɾɯʑɯɯ̃sɯiɾeː
ゼンハイザー,d͡zeẽhaizaː
シェスリッツ,ɕesɯɾʲitt͡sɯ
コーオプキョウイク,koːopɯkʲoɯikɯ
ツァイス,t͡saisɯ
イコン,ikoɴ
ザンクト,d͡zaŋkɯto
ゴアー,ɡoaː
ウッティング,ɯttiŋɡɯ
ローテンフェルデ,ɖoːteẽɸeɾɯde
カクカクサンボウシジョウヤク,kakɯkakɯsamboɯɕiʑoɯjakɯ
スチール,sɯt͡ɕiːɾɯ
ビーバーゲミュント,bʲiːbaːɡemʲɯnto
ネルフェニッヒ,neɾɯɸeɲiççi
メンヒスロート,meẽçisɯɾoːto
ラウターエッケン,ɖaɯtaːekkeŋ
キルヒハイムボーランデン,kʲiɾɯçihaimɯboːɾandeŋ
ダンロップ,danɖoppɯ
ベーヴェルンゲン,beːbeɾɯŋɡeŋ
ヴィレバートエッセン,bʲiɾebaːtoesseŋ
ニーハイム,ɲiːhaimɯ
ボルゲントライヒ,boɾɯɡentoɾaiçi
ヤクストハウゼン,jakɯsɯtohaɯzeŋ
マリーエンミュンスター,maɾʲiːemmʲɯɯ̃sɯtaː
ツェリンゲン,t͡seɾʲiŋɡeŋ
ブラーケル,bɯɾaːkeɾɯ
エクスタータール,ekɯsɯtaːtaːɾɯ
カレタール,kaɾetaːɾɯ
デーレントルプ,deːɾentoɾɯpɯ
シュランゲン,ɕɯɾaŋɡeŋ
ドリーブルク,doɾʲiːbɯɾɯkɯ
レーオポルツヘーエ,ɖeːopoɾɯt͡sɯheːe
エルリングハウゼン,eɾɯɾʲiŋɡɯhaɯzeŋ
アウグストドルフ,aɯɡɯsɯtodoɾɯɸɯ
リュクデ,ɖʲɯkɯde
グラモフォン,ɡɯɾamoɸoɴ
プラッハ,pɯɾahha
イーザルタール,iːzaɾɯtaːɾɯ
バルントルプ,baɾɯntoɾɯpɯ
アルゲマイネ,aɾɯɡemaine
ツァイトゥング,t͡saitɯŋɡɯ
ホーヤ,hoːja
ベルナウ,beɾɯnaɯ
プロジーベン,pɯɾoʑiːbeŋ
ブルク,bɯɾɯkɯ
ユーロウイングス,jɯːɾoɯiŋɡɯsɯ
スポーツライン,sɯpoːt͡sɯɾaiŋ
カルカー,kaɾɯkaː
ツヴィンゲンベルク,t͡sɯbʲiŋɡembeɾɯkɯ
エーベルスヴァルデ,eːbeɾɯsɯbaɾɯde
シュミーヒェン,ɕɯmʲiːçeŋ
ベトブルク,betobɯɾɯkɯ
ビットブルク,bʲittobɯɾɯkɯ
アイントリング,aintoɾʲiŋɡɯ
カクセンソウボウシコクサイイシカイギ,kakɯseẽsoɯboɯɕikokɯsaiːɕikaiɡʲi
ハリボー,haɾʲiboː
ウスタースバッハ,ɯsɯtaːsɯbahha
ホルツハイム,hoɾɯt͡sɯhaimɯ
ネアンデルタニ,neandeɾɯtaɲi
アンペルマン,ampeɾɯmaɴ
ジャンダルメンマルクト,d͡ʑandaɾɯmemmaɾɯkɯto
メルクリン,meɾɯkɯɾʲiŋ
リージョナル,ɖʲiːʑonaɾɯ
キルヒヴァルゼーデ,kʲiɾɯçibaɾɯzeːde
アイターフェルト,aitaːɸeɾɯto
ヒジリトーマスキョウカイ,çiʑiɾʲitoːmasɯkʲoɯkai
ホーエンベルク,hoːembeɾɯkɯ
エーゲル,eːɡeɾɯ
インヒェンホーフェン,iĩçeẽhoːɸeŋ
ホプフェラウ,hopɯɸeɾaɯ
ツェーリンゲンカ,t͡seːɾʲiŋɡeŋka
アフィング,aɸʲiŋɡɯ
アルタートハイム,aɾɯtaːtohaimɯ
ウンターフランケン,ɯntaːɸɯɾaŋkeŋ
ヴァッサークッペ,bassaːkɯppe
トッテンヴァイス,tottembaisɯ
オデオンヒロバ,odeoõçiɾoba
オーバーラントテツドウ,oːbaːɾantotet͡sɯdoɯ
オーバーフランケン,oːbaːɸɯɾaŋkeŋ
ミッテルフランケン,mʲitteɾɯɸɯɾaŋkeŋ
イルメナウ,iɾɯmenaɯ
オーバーバイエルン,oːbaːbaieɾɯɴ
モデルネ,modeɾɯne
ブランディス,bɯɾandisɯ
トランスペアレンシー,toɾaãsɯpeaɾeẽɕiː
インターナショナル,intaːnaɕonaɾɯ
シッコウユウヨダイタイ,ɕikkoɯjɯːjodaitai
フランケナウ,ɸɯɾaŋkenaɯ
エッシンゲン,eɕɕiŋɡeŋ
イハゲー,ihaɡeː
グレーベンシュタイン,ɡɯɾeːbeẽɕɯtaiŋ
マインキョウ,maiŋkʲoɯ
ラインガウ,ɖaiŋɡaɯ
アーベンベルク,aːbembeɾɯkɯ
タカガリ,takaɡaɾʲi
ポリング,poɾʲiŋɡɯ
ロムロート,ɖomɯɾoːto
プラインフェルト,pɯɾaiĩɸeɾɯto
トロイヒトリンゲン,toɾoiçitoɾʲiŋɡeŋ
シャウエンブルク,ɕaɯembɯɾɯkɯ
シュヴァイヒ,ɕɯbaiçi
アイヒャッハ,aiçahha
ジーレンバッハ,d͡ʑiːɾembahha
フェルトヘルンハレ,ɸeɾɯtoheɾɯɯ̃haɾe
ペットメス,pettomesɯ
キンゾク,kʲind͡zokɯ
ドイツツーリングカーセンシュケン,doit͡sɯt͡sɯːɾʲiŋɡɯkaːseẽɕɯkeŋ
ソル,soɾɯ
ブルクハウゼン,bɯɾɯkɯhaɯzeŋ
フュッセン,ɸʲɯsseŋ
エーリンゲン,eːɾʲiŋɡeŋ
ポストシュタディオン,posɯtoɕɯtadioɴ
マリエンヒロバ,maɾʲieẽçiɾoba
フェニックス,ɸeɲikkɯsɯ
コンタクト,kontakɯto
ラーンタール,ɖaːntaːɾɯ
マイティンゲン,maitiŋɡeŋ
アイヒシュテット,aiçiɕɯtetto
フィッシャフーデ,ɸʲiɕɕaɸɯːde
シュタイナウ,ɕɯtainaɯ
シュトラーセ,ɕɯtoɾaːse
エレクトロニーク,eɾekɯtoɾoɲiːkɯ
トラウンシュタイン,toɾaɯɯ̃ɕɯtaiŋ
ビショフスグリュン,bʲiɕoɸɯsɯɡɯɾʲɯɴ
シュテーガウラハ,ɕɯteːɡaɯɾaha
ボーデンハイム,boːdeẽhaimɯ
カリンハル,kaɾʲiĩhaɾɯ
ウールシュポルト,ɯːɾɯɕɯpoɾɯto
ブーフローエ,bɯːɸɯɾoːe
カーゴ,kaːɡo
アックスシュテット,akkɯsɯɕɯtetto
ガーヒング,ɡaːçiŋɡɯ
ヴィラ,bʲiɾa
ガイゼルバッハ,ɡaizeɾɯbahha
ライヒェンベルク,ɖaiçembeɾɯkɯ
ベイヤーダイナミック,beːjaːdainamʲikkɯ
ギャラクシー,ɡʲaɾakɯɕiː
プリュム,pɯɾʲɯmɯ
エムティングハウゼン,emɯtiŋɡɯhaɯzeŋ
ペンツベルク,pent͡sɯbeɾɯkɯ
トリバゴ,toɾʲibaɡo
ブーヒェン,bɯːçeŋ
ボービンゲン,boːbʲiŋɡeŋ
グリューネ,ɡɯɾʲɯːne
ユーゲント,jɯːɡento
イッフェルドルフ,iɸɸeɾɯdoɾɯɸɯ
オーバーゼッヒャーリング,oːbaːzeççaːɾʲiŋɡɯ
コンドーミ,kondoːmʲi
ゲームズコム,ɡeːmɯzɯkomɯ
クロイツヴェルトハイム,kɯɾoit͡sɯbeɾɯtohaimɯ
ジントクシュトケイカイシャ,d͡ʑintokɯɕɯtokeːkaiɕa
ペータースドルフ,peːtaːsɯdoɾɯɸɯ
フォトキナ,ɸotokʲina
アールベルゲン,aːɾɯbeɾɯɡeŋ
ハルシュタット,haɾɯɕɯtatto
ナカム,nakamɯ
トラーヴェミュンデ,toɾaːbemʲɯnde
アインシュタイントウ,aiĩɕɯtaintoɯ
ホルステンモン,hoɾɯsɯtemmoɴ
ピアノフォルテファブリック,pʲianoɸoɾɯteɸabɯɾʲikkɯ
オーバーヴェーザー,oːbaːbeːzaː
エーハイム,eːhaimɯ
ヴァルハラシンデン,baɾɯhaɾaɕindeŋ
ツェツィーリエンホーフキュウデン,t͡set͡siːɾʲieẽhoːɸɯkʲɯːdeŋ
アラースベルクエクスプレス,aɾaːsɯbeɾɯkɯekɯsɯpɯɾesɯ
ブラバス,bɯɾabasɯ
ハーバッハ,haːbahha
ベルクトハイム,beɾɯkɯtohaimɯ
オーベルストドルフ,oːbeɾɯsɯtodoɾɯɸɯ
ティーアーハウプテン,tiːaːhaɯpɯteŋ
ミルラム,mʲiɾɯɾamɯ
バイエルンミンゾクトウ,baieɾɯmmʲind͡zokɯtoɯ
アルツベルク,aɾɯt͡sɯbeɾɯkɯ
レーベンブロイ,ɖeːbembɯɾoi
シュヴァンガウ,ɕɯbaŋɡaɯ
ニーデルンヴェーレン,ɲiːdeɾɯmbeːɾeŋ
ルールホウキ,ɖɯːɾɯhoɯkʲi
アウサーファーンセン,aɯsaːɸaːãseŋ
ライプツィヒカゲキジョウ,ɖaipɯt͡siçikaɡekʲiʑoɯ
クノールブレムゼ,kɯnoːɾɯbɯɾemɯze
ファウデ,ɸaɯde
ダイイ,daiː
ミッテンヴァルトセン,mʲittembaɾɯtoseŋ
アルトエッティング,aɾɯtoettiŋɡɯ
アームストルフ,aːmɯsɯtoɾɯɸɯ
ムール,mɯːɾɯ
マインロイス,mainɖoisɯ
ネンドルフ,nendoɾɯɸɯ
エレクトローラ,eɾekɯtoɾoːɾa
レギオネーレ,ɖeɡʲioneːɾe
ズーリンゲン,d͡zɯːɾʲiŋɡeŋ
ピルツ,pʲiɾɯt͡sɯ
ピアノフォルテマヌファクトゥーア,pʲianoɸoɾɯtemanɯɸakɯtɯːa
ヴィーレンバッハ,bʲiːɾembahha
キッシング,kʲiɕɕiŋɡɯ
アーデルツハウゼン,aːdeɾɯt͡sɯhaɯzeŋ
ミッテルンキルヒェン,mʲitteɾɯŋkʲiɾɯçeŋ
ヴォルプスヴェーデ,boɾɯpɯsɯbeːde
アホルンタール,ahoɾɯntaːɾɯ
レンポウジョウホウキョク,ɖempoɯʑoɯhoɯkʲokɯ
フツドクキョウリョクジョウヤク,ɸɯt͡sɯdokɯkʲoɯɾʲokɯʑoɯjakɯ
ラウターベルク,ɖaɯtaːbeɾɯkɯ
ハルツ,haɾɯt͡sɯ
オスラム,osɯɾamɯ
タンタウ,tantaɯ
クアトロポール,kɯatoɾopoːɾɯ
シャミッソーショウ,ɕamʲissoːɕoɯ
アッドルプ,addoɾɯpɯ
メルダース,meɾɯdaːsɯ
ランクセス,ɖaŋkɯsesɯ
エルトヴィレ,eɾɯtobʲiɾe
ハットルフ,hattoɾɯɸɯ
ブレンネンダー,bɯɾennendaː
ベルヒテスガーデン,beɾɯçitesɯɡaːdeŋ
モヌメンタ,monɯmenta
ゲルマニアエ,ɡeɾɯmaɲiae
ヒストリカ,çisɯtoɾʲika
レンポウシュショウフ,ɖempoɯɕɯɕoɯɸɯ
アーデレプゼン,aːdeɾepɯzeŋ
オウシュウゴウドウグン,oɯɕɯːɡoɯdoɯɡɯɴ
アクシオン,akɯɕioɴ
ディレクト,diɾekɯto
アーデルマンスフェルデン,aːdeɾɯmaãsɯɸeɾɯdeŋ
アーデルスハイム,aːdeɾɯsɯhaimɯ
アーデルスドルフ,aːdeɾɯsɯdoɾɯɸɯ
フィリップスタール,ɸʲiɾʲippɯsɯtaːɾɯ
ブリタ,bɯɾʲita
ヴァーネミュンデ,baːnemʲɯnde
テレフンケン,teɾeɸɯŋkeŋ
タムロン,tamɯɾoɴ
アーデルスホーフェン,aːdeɾɯsɯhoːɸeŋ
アーデルスリート,aːdeɾɯsɯɾʲiːto
ケルンメッセ,keɾɯmmesse
マルトフェルト,maɾɯtoɸeɾɯto
シュパルト,ɕɯpaɾɯto
フジツー,ɸɯʑit͡sɯː
コンピューターズ,kompʲɯːtaːzɯ
プレンツラウアー,pɯɾent͡sɯɾaɯaː
エガーバーン,eɡaːbaːɴ
ネオプラン,neopɯɾaɴ
アウトバーン,aɯtobaːɴ
シュライワン,ɕɯɾaiɰaɴ
トレスタウ,toɾesɯtaɯ
ホイバッハ,hoibahha
セイレイビョウイン,seːɾeːbʲoɯiŋ
リーヴズ,ɖʲiːɯ゙zɯ
アイズ,aizɯ
フランケンヴァルト,ɸɯɾaŋkembaɾɯto
レイルジェット,ɖeːɾɯʑetto
レンポウセイフ,ɖempoɯseːɸɯ
オステローデ,osɯteɾoːde
ストルパーシュタイン,sɯtoɾɯpaːɕɯtaiŋ
ソリゴール,soɾʲiɡoːɾɯ
タッシェン,taɕɕeŋ
シュテッカルフィッシュ,ɕɯtekkaɾɯɸʲiɕɕɯ
ゲンティン,ɡentiŋ
ドリードルフ,doɾʲiːdoɾɯɸɯ
エイジュキョウカイ,eːʑɯkʲoɯkai
ホクセイドイツ,hokɯseːdoit͡sɯ
オーバーザルツベルク,oːbaːzaɾɯt͡sɯbeɾɯkɯ
ザウエンジーク,d͡zaɯend͡ʑiːkɯ
ヴァイターシュタット,baitaːɕɯtatto
レヒブルック,ɖeçibɯɾɯkkɯ
